record_type,state,part_number,revision,description,material,make_buy,manufacturer,cad_classification,source_url,purchase_url,process,finish,notes,mass_kg,volume_mm3,solid_count,face_count,step_schema,step_path,step_size_bytes,step_sha256,brep_path,brep_size_bytes,brep_sha256,source_path,source_sha256,copied_byte_for_byte
CONTROLLED_PART_DEFINITION,STOWED,HBD-15-25-AA-P,R2-INSTALL,ACE HBD-15-25-AA-P PURCHASED ASSEMBLY — ARTICULATED INSTALLATION BODY,316 stainless steel,BUY,ACE Controls,PROVISIONAL — BLOCKS FINAL RELEASE,https://www.acecontrols.com/us/products/motion-control/hydraulic-dampers/hbd-15-to-hbd-40/hbd-15.html,https://www.acecontrols.com/us/products/motion-control/hydraulic-dampers/hbd-15-to-hbd-40/hbd-15.html,,,Drawing-derived installation geometry from ACE_HBD_15_25_AA_P_DRAWING_DERIVED_NOT_VENDOR_CAD_AP242.step; exact AA-P configuration and force-speed data unresolved.,0.22,12366.992123374155,2,18,AP242,controlled_part_definitions/HBD-15-25-AA-P__REV_R2-INSTALL__STATE_STOWED__LOCAL_AP242.step,52468,94979eadf56cb4f19ff2c71106c1abac8b329a29edc3cbbece69765404d6657c,controlled_part_definitions/HBD-15-25-AA-P__REV_R2-INSTALL__STATE_STOWED__LOCAL_OCCT.brep,12041,a378bf0af964411714831f45cb22bbcd2d8d31f5f29b578ec63283dac6440c8e,,,
CONTROLLED_PART_DEFINITION,STOWED,HBD-15-25-AA-P-ROD-CHILD,R2-INSTALL,HBD MOVING ROD ARTICULATION CHILD,316 stainless steel,INTERNAL CHILD,ACE Controls,DRAWING_DERIVED,,,,,No separate purchase quantity.,0.0,1759.0481865927184,1,20,AP242,controlled_part_definitions/HBD-15-25-AA-P-ROD-CHILD__REV_R2-INSTALL__STATE_STOWED__LOCAL_AP242.step,73134,9469910c2d47f088f9c1892c2ac4e341b460cdfc5b012e566f29ff1ec5f9c636,controlled_part_definitions/HBD-15-25-AA-P-ROD-CHILD__REV_R2-INSTALL__STATE_STOWED__LOCAL_OCCT.brep,19089,7c0e4c4d1888e6527a77ffda29c010cffd424875bbda4c3911144a87c37d1418,,,
CONTROLLED_PART_DEFINITION,STOWED,LELAND-81121,A,LELAND 81121 12 G CO2 CARTRIDGE,Steel pressure cartridge,BUY,Leland Gas Technologies,DRAWING_DERIVED,https://www.lelandgas.com/product-page/81121-cartridge-small-x-xml-x-xxg-gas,https://www.lelandgas.com/product-page/81121-cartridge-small-x-xml-x-xxg-gas,,,Exact puncture installation remains physical/procurement verification hold.,0.045,21963.508172001293,1,8,AP242,controlled_part_definitions/LELAND-81121__REV_A__STATE_STOWED__LOCAL_AP242.step,19368,e7a77dec29f9e39c6945867b8ee97bdc612c86fe9483c1267affc3964e3bbed0,controlled_part_definitions/LELAND-81121__REV_A__STATE_STOWED__LOCAL_OCCT.brep,4341,6bb400c998bf8ffd087704f493d02291fe7776c2481f3274c79bdc8722c4202f,,,
CONTROLLED_PART_DEFINITION,STOWED,V80040,A,HALKEY-ROBERTS WATER-SENSITIVE BOBBIN,Water-sensitive media,BUY,Nordson MEDICAL / Halkey-Roberts,DRAWING_DERIVED,https://fluid-components.nordsonmedical.com/files/fluid-components-nordsonmedical-com/Technical%20Information/HRC/Hyrdo-1F-Manual-Automatic-Inflator-V80040-Bobbin-Instructions-For-Use.pdf,,,,Custom housing use remains manufacturer-compatibility hold.,,1413.716694115407,1,3,AP242,controlled_part_definitions/V80040__REV_A__STATE_STOWED__LOCAL_AP242.step,7767,fa143fe5606bbe70ff04c7d3ec62e68e9a0193dd8d3d06d71665b2506a9f2a28,controlled_part_definitions/V80040__REV_A__STATE_STOWED__LOCAL_OCCT.brep,1098,99bc59fdf9c37f8b676ddda6be73b28ea1be737deb37bf435cd4ad8b3e36f355,,,
CONTROLLED_PART_DEFINITION,STOWED,VD-244,CATALOG,GUTEKUNST VD-244 GUIDED EJECTOR SPRING,1.4310 stainless spring steel,BUY,Gutekunst Federn,DRAWING_DERIVED,https://www.federnshop.com/en/products/compression_springs/vd-244.html,https://www.federnshop.com/en/products/compression_springs/vd-244.html,,,Installed-force and pack-test acceptance remain open.,0.02851128255193294,3632.0105161698016,3,5,AP242,controlled_part_definitions/VD-244__REV_CATALOG__STATE_STOWED__LOCAL_AP242.step,153348,bc8a1a8e2f1e7a50664d8079a9019e9471d0cbfe13816d511d46b07d1602ec82,controlled_part_definitions/VD-244__REV_CATALOG__STATE_STOWED__LOCAL_OCCT.brep,92561,98ef9ffee6119ca44f1f44f17527690e5897a3b09c0bc30198400dfc4b5bbf84,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-FIXED-GUIDE-SLEEVE-R2,A,FIXED OVERLAPPING SPRING GUIDE SLEEVE,PEEK,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Turn,,,0.007013448519506538,5313.21857538374,1,4,AP242,controlled_part_definitions/WP04-FIXED-GUIDE-SLEEVE-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,11578,384bbd713cbcdeedd7b52a95dcc4768ac3750df0a6b474740adca381d4ffeea7,controlled_part_definitions/WP04-FIXED-GUIDE-SLEEVE-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2055,2ca0aeb1a754d68593dce723747582033ae36bfffbfd0be283507989d316e468,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-FOL-001-R2,A,CAPTIVE PEEK FOLLOWER WITH THREE GUIDE SLOTS,PEEK,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis machine,,,0.006617851970479755,5013.52422006042,1,34,AP242,controlled_part_definitions/WP04-FOL-001-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,158279,594c19aa984b491c32f43fa383fc4215bee872fbb5f080924f4e2c75a8b6eeca,controlled_part_definitions/WP04-FOL-001-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,55965,def2f56304029cd798716343f16604d6e9eba9a1386232f1b9591a79d0bc9fad,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-GUIDE-RAIL-001-R2,A,FOLLOWER ANTI-ROTATION GUIDE RAIL,PEEK,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Machine and slot,,,0.003762,2850.0,1,6,AP242,controlled_part_definitions/WP04-GUIDE-RAIL-001-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,17677,dc52994a9a0124501fcf47cf6bc474cf7c91aa940ba51dbd8287fc2f2b37aa60,controlled_part_definitions/WP04-GUIDE-RAIL-001-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2245,105059045fe10cd7b5cc7c1aa5b3121f243126a9ae29d90e8167f3f4e25090ba,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-HST-001-R2,A,HARNESS STRUCTURAL TERMINAL WITH FOUR WEB SLOTS AND DOUBLE-SHEAR CLEVIS,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill and proof test,,,0.00623532727503134,804.55835806856,1,52,AP242,controlled_part_definitions/WP04-HST-001-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,194219,7644c55723092e67a6bce87a4ebcaead2bc4ee4857d2b985b9de1217e15147bd,controlled_part_definitions/WP04-HST-001-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,50299,ce2c3663c688eece4e8ffb38f0e52413e24aefaea83ebd2ecd761c57a32d62f2,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-LATCH-HOUSING-R2,A,RADIAL FOLLOWER LATCH HOUSING WITH REAMED SEAR GUIDE,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill and ream,,,0.003141458434081845,405.3494753653993,1,7,AP242,controlled_part_definitions/WP04-LATCH-HOUSING-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,21263,e8ea2d0c39a6975f7af531aac4613ee29c7c7baccf6aae4c5c05cb1b4c06ac8f,controlled_part_definitions/WP04-LATCH-HOUSING-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,3336,cc22771d8f9d99d74295a59881ffbbb88a6aa9982b56f02042405b5af345e439,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-LATCH-SEAR-E-RING-R2,A,4 MM SEAR PIN EXTERNAL RETAINING RING,1.4310 stainless spring steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Stamped spring ring,,,4.345508650541629e-05,5.5356798096071715,1,8,AP242,controlled_part_definitions/WP04-LATCH-SEAR-E-RING-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,26901,18bc761942be4b5b28c246faab6bf44b18ed42500f6871c1ee7ff13668b87e1e,controlled_part_definitions/WP04-LATCH-SEAR-E-RING-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,7156,1e4732cf329de19cf2f81d50919b0f003c2893b7ba807f3e05e90d292144f163,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-LATCH-SEAR-R2,A,CAPTIVE RADIAL FOLLOWER SEAR PLUNGER WITH RETAINING RING,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swiss turn and grind,,,0.0009879695303224743,127.4799393964483,1,9,AP242,controlled_part_definitions/WP04-LATCH-SEAR-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,19440,680b07c623c24f5a635815928315abdc5881f912aff35698976d1a1fdc599177,controlled_part_definitions/WP04-LATCH-SEAR-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,3825,7d8e7b0b264b3892dce21493574257cbbf8e9ac4877676e18c172070ff032be9,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-MOVING-GUIDE-SLEEVE-R2,A,FOLLOWER OVERLAPPING SPRING GUIDE SLEEVE,PEEK,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Turn,,,0.006453616708636833,4889.103567149115,1,4,AP242,controlled_part_definitions/WP04-MOVING-GUIDE-SLEEVE-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,11573,8eb99bf9f64cf7da307f7651f499abd89b1f249edf520d5c53cffdecbf21996e,controlled_part_definitions/WP04-MOVING-GUIDE-SLEEVE-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2041,5881d16679be8b51e9afc54211e65e50b25b842c8456f7b51d32f4c4c2d29e99,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-RB-001-R2,A,SPRING REACTION BULKHEAD WITH GUIDE-RAIL BORES,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill,,,0.039533693656129375,8924.084346756066,1,31,AP242,controlled_part_definitions/WP04-RB-001-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,119506,64808de5eaafcab3d083f2b11f205c24380daa6a1db265ed0ea58f5e32210e06,controlled_part_definitions/WP04-RB-001-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,32332,6cb4a3da5c21256ee21950f7dfc7cd81e34772687b123f88c2c98ad86b8ab567,,,
CONTROLLED_PART_DEFINITION,STOWED,WP04-RHP-001-R2,A,INTEGRAL STRUCTURAL RING AND RECOVERY HARDPOINT LUG,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill from forged ring,,,0.02658421384403644,6000.9512063287675,1,62,AP242,controlled_part_definitions/WP04-RHP-001-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,196824,494edef78ba99c0b90a04f68a6eec2853843163ba5e1a35a0d7cd2a4ebae4699,controlled_part_definitions/WP04-RHP-001-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,52138,d3cd2b903b94abb1f0e3aeb141baf98fb978c32a462131df27cdbbb677ee545d,,,
CONTROLLED_PART_DEFINITION,STOWED,WP05-DOOR-LANYARD-R2,A,CAPTIVE DOOR LANYARD WITH SWAGED EYES,HMPE rope,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swage two thimbled eyes,,,7.844961915492233e-05,80.8758960360024,1,3,AP242,controlled_part_definitions/WP05-DOOR-LANYARD-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,8260,2147ed04cee753e6519fccf46041735abcef136a229407ccf8bd8a99d0099ce2,controlled_part_definitions/WP05-DOOR-LANYARD-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,1754,6435feee95a56866404a2f1df9b6e20c8be5927819b8a1051e9fcb46328b195c,,,
CONTROLLED_PART_DEFINITION,STOWED,WP05-DOOR-R2,A,CAPTIVE LOW-FORCE AFT DOOR WITH HINGE AND LANYARD EYE,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill and face grind,,,0.023622548112000853,5332.4036370205085,2,21,AP242,controlled_part_definitions/WP05-DOOR-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,58366,5cd2a371f845652e019da1274a0388ebf436c0c74ad6b7f73266a7e8b43dc679,controlled_part_definitions/WP05-DOOR-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,14076,2d7d54a051809beb1487232099a094bc335802fb9a79ecc96b13fe5ab5d4e442,,,
CONTROLLED_PART_DEFINITION,STOWED,WP05-HINGE-PIN-R2,A,DOOR HINGE PIN WITH EXTERNAL RETAINER,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swiss turn and grind,,,0.0008020166976610861,103.48602550465627,1,9,AP242,controlled_part_definitions/WP05-HINGE-PIN-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,19492,d5379739b8ed9d48ac884f9a9c9ae736682b6502ce2cb14c865b69b28b72aa2f,controlled_part_definitions/WP05-HINGE-PIN-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,4001,96ea16d2da6d4a18c315c7550cd2f66d4596c40010eed73b0d8151d85256adaf,,,
CONTROLLED_PART_DEFINITION,STOWED,WP05-SERVICE-THROAT-R2,A,AFT SERVICE THROAT WITH CONTROLLED DETENT BORES,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Mill-turn; machine bayonet/hinge features,,,0.17948672423723747,40516.19057273983,1,35,AP242,controlled_part_definitions/WP05-SERVICE-THROAT-R2__REV_A__STATE_STOWED__LOCAL_AP242.step,213221,84e26a007db114ea712cc7765d157a3aa91feb0adec6912971a2a94e166d73c2,controlled_part_definitions/WP05-SERVICE-THROAT-R2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,91252,93eb866a6d6892a2718c60d8850135f3cc017b20f079e769a6efe12fe04db486,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,AMSTEEL-BLUE-872-7-64-R2,A,STRUCTURAL RECOVERY TETHER WITH TWO BURIED EYE SPLICES,HMPE rope,MAKE,Samson Rope Technologies raw line / STINGRAY finished splices,PROVISIONAL — BLOCKS FINAL RELEASE,https://www.samsonrope.com/mooring/amsteel--blue,https://www.samsonrope.com/resources/find-a-distributor,"Measure, cut, buried-eye splice, chafe sleeve, proof load",,"Finished length, splice process and proof acceptance remain open.",0.0009289056229744035,957.6346628602097,3,11,AP242,controlled_part_definitions/AMSTEEL-BLUE-872-7-64-R2__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,37337,053410d98641e9c74a37ee852f74d7dbf35d44cc9d2a09f28adf018113250039,controlled_part_definitions/AMSTEEL-BLUE-872-7-64-R2__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,13212,2f451d3dea2b4e43f3a8d5307f72f003872facf5256fe6b4a1214e7482897639,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-ACTUATOR-E-RING-004,A,4 MM ACTUATOR PIN RETAINER,1.4310 stainless spring steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Stamp,,,4.345508650541629e-05,5.5356798096071715,1,8,AP242,controlled_part_definitions/DF8-R2-ACTUATOR-E-RING-004__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,26914,fb1fc9c3ea724dc33f82b3b9a418f62cdaced4d21155c87826745c35707c5c47,controlled_part_definitions/DF8-R2-ACTUATOR-E-RING-004__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,7156,1e4732cf329de19cf2f81d50919b0f003c2893b7ba807f3e05e90d292144f163,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-ACTUATOR-FIXED-YOKE-001,A,DOUBLE-SHEAR ACTUATOR BODY ANCHOR YOKE,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill,,,0.003045973815196337,687.5787393219723,1,38,AP242,controlled_part_definitions/DF8-R2-ACTUATOR-FIXED-YOKE-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,115063,5bef123a4e46e0f555243d72a993a3263b5f2f9be44dae339d358eb41c300da6,controlled_part_definitions/DF8-R2-ACTUATOR-FIXED-YOKE-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,25679,2c05c73ca6ad91478b19d9a1d513e0df06da7726398922a4ae94cc0105772920,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-ACTUATOR-PIN-004,A,4 MM CAPTIVE ACTUATOR CLEVIS PIN,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swiss turn; H900,,,0.0009879695303224745,127.47993939644832,1,9,AP242,controlled_part_definitions/DF8-R2-ACTUATOR-PIN-004__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,19501,53bb426ab34318deb24757d1a28de513f1869c6531283b2e941cc5ee17dba750,controlled_part_definitions/DF8-R2-ACTUATOR-PIN-004__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,3943,a9ccaf80709920e20859054dbd16a9cf67047e71425a3dc776178d928a77e196,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-AFT-LONGERON-001,A,AFT PRIMARY LOAD-PATH LONGERON,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill,,,0.010502406318821517,2370.7463473637736,1,8,AP242,controlled_part_definitions/DF8-R2-AFT-LONGERON-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,27469,3cc13dfc35373facfd4eafa58bf75bb85b4b7465d3c01a2499bfe4fc773a8964,controlled_part_definitions/DF8-R2-AFT-LONGERON-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,6780,1398b5dbb42cd915b4eac6c49e3e4ed885c6a1ebf1a86b1c16c38646ee6d2030,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-AFT-ROUTE-RING-001,A,AFT STRUCTURAL RING WITH CONTROLLED ROUTE PASSAGES,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Mill-turn and jig-bore,,,0.04649309695475498,10495.055745994352,1,10,AP242,controlled_part_definitions/DF8-R2-AFT-ROUTE-RING-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,34438,8d961a649f6942029faa6533d1eb6c036c37f8fb5531c198cef537e76f31fcda,controlled_part_definitions/DF8-R2-AFT-ROUTE-RING-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,8551,68cb7dd150c9546f2d6a0be62f161e19fb2b3754fcd293014c593c213a4b84e8,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-AFT-SHELL-001,A,AFT GRADE-9 SHELL WITH HARDPOINT AND HINGE APERTURES,Ti-3Al-2.5V Grade 9,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Cold draw; laser cut controlled apertures,,,0.24812740235763994,55385.580883401766,1,20,AP242,controlled_part_definitions/DF8-R2-AFT-SHELL-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,230199,572d20684fdbe564584dea5ea736d125868fdeba9e45f8943e448337022da6fe,controlled_part_definitions/DF8-R2-AFT-SHELL-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,113551,faeeba45aa3cfcd3f38371b6b5d8bd4efbeba342dd1d39cd493d61cefb5a21e2,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-ARM-BLADE-001,A,733.806 MM SMOOTH ANALYTIC HOLLOW OML ARM,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Hot form; 5-axis machine; laser weld; CMM inspect,,Analytic cylindrical OML; no planar patch tiling or mesh-derived surfaces.,0.11653605299251314,26306.106770318995,1,103,AP242,controlled_part_definitions/DF8-R2-ARM-BLADE-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,705699,707168d3ffe321b2c45a89965688ecc4e2b5db6b976df2dd60c6425e08c15a06,controlled_part_definitions/DF8-R2-ARM-BLADE-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,278491,b4a2bb01956debb0a126f6f8cfc951a153ef0515bb9e5a547f7fc633abafeb50,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-ARM-STOP-PAD-001,A,REPLACEABLE ARM STOP AND LOCK STRIKE,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Wire EDM and grind,,,0.0011190999999999998,144.39999999999998,1,6,AP242,controlled_part_definitions/DF8-R2-ARM-STOP-PAD-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,17719,946a5860d9535e49d15bb67e17f349c47c553e7e2b9ba1d7afbba9486de23c42,controlled_part_definitions/DF8-R2-ARM-STOP-PAD-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,2844,8993d606728187fda1bc6ec26ee08eb66c4a96b395a61df09e100319135aeae1,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BACKUP-SPRING-16N-001,A,CUSTOM 16 N/MM GUIDED BACKUP COMPRESSION SPRING,1.4310 stainless spring steel,MAKE,Qualified spring supplier TBD,PROVISIONAL — BLOCKS FINAL RELEASE,,,Cold coil and stress relieve,,Exact performance supplier and qualification remain open.,0.058683713132303805,7475.632246153352,3,5,AP242,controlled_part_definitions/DF8-R2-BACKUP-SPRING-16N-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,288413,603111283f0138ab2c4dc449009036f9ebfe69fded87704fbf4cdfda0b9b1fbc,controlled_part_definitions/DF8-R2-BACKUP-SPRING-16N-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,180376,f229423b205573eeffecc10366808c25bd9c4db9df1fd9271273bc8d70b9fc18,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BACKUP-SPRING-FIXED-SEAT-001,A,BACKUP SPRING AFT FIXED SEAT,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Mill-turn,,,0.004223191167941975,953.3162907318227,1,4,AP242,controlled_part_definitions/DF8-R2-BACKUP-SPRING-FIXED-SEAT-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,11607,a12d4e23e8e589c7990fb17c46e9e0209277feb6d82b858b700ef3a6ee8da9d7,controlled_part_definitions/DF8-R2-BACKUP-SPRING-FIXED-SEAT-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,2137,f202db1cae310446d12e68864b78a5875556c26cee84f5f5f1dd2119307d3247,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BACKUP-SPRING-GUIDE-001,A,BACKUP SPRING DLC GUIDE SHAFT,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Centerless grind and DLC,,,0.028151615419277288,3632.4665057131983,1,3,AP242,controlled_part_definitions/DF8-R2-BACKUP-SPRING-GUIDE-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,7913,bee2b2e74c04e486e11ebd153ad9a9614977af0252b666a33077ea1261066a2a,controlled_part_definitions/DF8-R2-BACKUP-SPRING-GUIDE-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,1120,062dce4e836da4764304ec9accf8df298bb0d6170d83c994fa9bf943f64aceea,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BACKUP-SPRING-MOVING-SEAT-001,A,BACKUP SPRING CROSSHEAD SEAT,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Mill-turn,,,0.0073882012531716265,953.3162907318227,1,4,AP242,controlled_part_definitions/DF8-R2-BACKUP-SPRING-MOVING-SEAT-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,11615,3628da6094da71084e06a5bf10a6cd0570885f2b85179c3b00fe2cc1941d73ba,controlled_part_definitions/DF8-R2-BACKUP-SPRING-MOVING-SEAT-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,2137,f202db1cae310446d12e68864b78a5875556c26cee84f5f5f1dd2119307d3247,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BALLAST-001,A,FORWARD TUNGSTEN BALLAST AND PRIMARY SPINE SOCKET,Tungsten heavy alloy,MAKE,STINGRAY custom,DRAWING_DERIVED,,,CNC turn; wire-EDM socket,,,4.885286155083886,287369.77382846386,1,4,AP242,controlled_part_definitions/DF8-R2-BALLAST-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,11519,53347840a4b7046d4bcffbff6d1ded3ae257f35895e46f6d12b1079f666a7c83,controlled_part_definitions/DF8-R2-BALLAST-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,2122,513ad7f7aa632c09be5f2fb291ed77834b0297ee76d0edc4af59cdccb4cde15d,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BOOSTER-BAND-001,A,CAPTIVE BOOSTER SUPPORT BAND WITH M3 TAB,PEEK,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Machine from PEEK,,,0.00026500552547815466,200.76176172587475,1,23,AP242,controlled_part_definitions/DF8-R2-BOOSTER-BAND-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,88317,f83b3e1ab5f9445a518739193d00b4f0a763744303682410f964b6563236d054,controlled_part_definitions/DF8-R2-BOOSTER-BAND-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,21109,5c837c898a10d013da67bef26562866f2faff593c9b7052351f9aa74ab88ce20,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BOOSTER-RESERVOIR-001,A,13 OD X 11 ID X 430 BOOSTER RESERVOIR WITH END BOSSES,316 stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Seamless tube; orbital weld; proof test,,PROVISIONAL — BLOCKS FINAL RELEASE: pressure design and supplier unresolved.,0.1376017582272329,17200.219778404113,1,12,AP242,controlled_part_definitions/DF8-R2-BOOSTER-RESERVOIR-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,27075,f65bc2485c4c9c6058986b90f50a51b81ccbd7a653e754a8357ee03006a40b25,controlled_part_definitions/DF8-R2-BOOSTER-RESERVOIR-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,6328,94f137491c6168996ea2733b04b182083ff362b53842e66e41af38f4bd73d167,,,
CONTROLLED_PART_DEFINITION,DEPLOYED,DF8-R2-BOWDEN-SHEATH-001,A,CONTINUOUS TERMINATED BOWDEN SHEATH,316 stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Seamless formed tube,,Exact cable nipple supplier unresolved.,0.010433373493010418,1304.1716866263023,1,24,AP242,controlled_part_definitions/DF8-R2-BOWDEN-SHEATH-001__REV_A__STATE_DEPLOYED__LOCAL_AP242.step,77331,70344a96f160c3ad8eeec2815f037cc7f00bfe5eac7989932d25505f641818e5,controlled_part_definitions/DF8-R2-BOWDEN-SHEATH-001__REV_A__STATE_DEPLOYED__LOCAL_OCCT.brep,26595,1459e608171d243254e1b60d00f6257e706ddfba6f81ac96ec3bede10d535cda,,,
