occurrence_id,definition,legacy_id,description,removal_scope,source_parent_path,source_z_min_mm,source_z_max_mm,source_centroid_z_mm,source_mass_kg,reason,final_occurrence_present,final_bom_present,final_attachment_map_present,final_product_tree_present,final_validation_register_present
WP04-FIXED-SLEEVE,WP04-FIXED-GUIDE-SLEEVE-R2,WP04-FIXED-GUIDE-SLEEVE-R2,BULKHEAD-MOUNTED FIXED TELESCOPING SPRING GUIDE AND SEAT,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1658.000000,1742.000000,1692.800142,0.004757,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-FIXED-SLEEVE-SCREW-1,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1649.000000,1660.000000,1652.910652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-FIXED-SLEEVE-SCREW-2,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1649.000000,1660.000000,1652.910652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-FIXED-SLEEVE-SCREW-3,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1649.000000,1660.000000,1652.910652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-FOLLOWER-001,WP04-FOL-001-R2,WP04-FOL-001-R2,CAPTIVE PEEK FOLLOWER WITH THREE GUIDE SLOTS,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1742.500000,1747.500000,1745.000000,0.005581,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-FULLFLOW-MANIFOLD,DF8-FINAL-WP04-FULLFLOW-MANIFOLD,DF8-FINAL-WP04-FULLFLOW-MANIFOLD,WP04 FULL-FLOW TERMINAL MANIFOLD WITH BRAZED GAS PORT,DEDICATED_INTERNAL_BUOY_INFLATION,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1720.000000,1730.000000,1725.000000,0.000912,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
WP04-GUIDE-RAIL-1,WP04-GUIDE-RAIL-001-R2,WP04-GUIDE-RAIL-001-R2,FOLLOWER ANTI-ROTATION GUIDE RAIL WITH TWO M3 CAPTIVE-SCREW END LANDS,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1658.000000,1848.000000,1752.902502,0.003799,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-GUIDE-RAIL-2,WP04-GUIDE-RAIL-001-R2,WP04-GUIDE-RAIL-001-R2,FOLLOWER ANTI-ROTATION GUIDE RAIL WITH TWO M3 CAPTIVE-SCREW END LANDS,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1658.000000,1848.000000,1752.902502,0.003799,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-GUIDE-RAIL-3,WP04-GUIDE-RAIL-001-R2,WP04-GUIDE-RAIL-001-R2,FOLLOWER ANTI-ROTATION GUIDE RAIL WITH TWO M3 CAPTIVE-SCREW END LANDS,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1658.000000,1848.000000,1752.902502,0.003799,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-LATCH-001,WP04-LATCH-HOUSING-R2,WP04-LATCH-HOUSING-R2,RADIAL FOLLOWER LATCH HOUSING WITH REAMED SEAR GUIDE,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1737.000000,1753.000000,1745.661817,0.005496,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-LATCH-SCREW-1,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1736.000000,1747.000000,1743.089348,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-LATCH-SCREW-2,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1736.000000,1747.000000,1743.089348,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-MANIFOLD-BRACKET,DF8-FINAL-WP04-MANIFOLD-BRACKET,DF8-FINAL-WP04-MANIFOLD-BRACKET,WP04 FULL-FLOW MANIFOLD RADIAL SUPPORT BRACKET,DEDICATED_INTERNAL_BUOY_INFLATION,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1723.000000,1727.000000,1725.000000,0.000021,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
WP04-MOVING-SLEEVE,WP04-MOVING-GUIDE-SLEEVE-R2,WP04-MOVING-GUIDE-SLEEVE-R2,FOLLOWER-MOUNTED INNER TELESCOPING SPRING GUIDE SLEEVE,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1647.000000,1750.500000,1721.993680,0.006848,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-MOVING-SLEEVE-SCREW-1,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1739.500000,1750.500000,1743.410652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-MOVING-SLEEVE-SCREW-2,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1739.500000,1750.500000,1743.410652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-MOVING-SLEEVE-SCREW-3,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1739.500000,1750.500000,1743.410652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-REACTION-BULKHEAD,WP04-RB-001-R2,WP04-RB-001-R2,SPRING REACTION BULKHEAD WITH GUIDE-RAIL BORES AND PERMANENT SHELL LAND,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1652.000000,1658.000000,1655.051119,0.041170,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-SEAR-001,WP04-LATCH-SEAR-R2,WP04-LATCH-SEAR-R2,CAPTIVE RADIAL FOLLOWER SEAR PLUNGER WITH RETAINING RING,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1742.200000,1747.800000,1745.000000,0.000635,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-SEAR-CLIP-001,WP04-LATCH-SEAR-E-RING-R2,WP04-LATCH-SEAR-E-RING-R2,4 MM SEAR PIN EXTERNAL RETAINING RING,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1742.100000,1747.900000,1745.000000,0.000043,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-DOOR-001,WP05-DOOR-R2,WP05-DOOR-R2,CAPTIVE LOW-FORCE AFT DOOR WITH HINGE AND LANYARD EYE,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,2019.300000,2030.400000,2027.940016,0.023848,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-DOOR-LANYARD,WP05-DOOR-LANYARD-R2,WP05-DOOR-LANYARD-R2,CAPTIVE DOOR LANYARD WITH SWAGED EYES,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,2003.000000,2024.500000,2016.627172,0.002000,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-HINGE-CLIP,WP05-HINGE-CRESCENT-RING-R2,WP05-HINGE-CRESCENT-RING-R2,3 MM HINGE-PIN EXTERNAL CRESCENT RETAINER,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,2025.600000,2030.400000,2028.000000,0.000031,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-HINGE-PIN,WP05-HINGE-PIN-R2,WP05-HINGE-PIN-R2,DOOR HINGE PIN WITH EXTERNAL RETAINER,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,2025.500000,2030.500000,2028.000000,0.000966,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-SERVICE-THROAT,WP05-SERVICE-THROAT-R2,WP05-SERVICE-THROAT-R2,AFT SERVICE THROAT WITH CONTROLLED DETENT BORES,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1928.000000,2031.000000,1976.847515,0.189208,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-THROAT-SCREW-1,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1926.140000,1932.140000,1928.385519,0.000360,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-THROAT-SCREW-2,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1926.140000,1932.140000,1928.385519,0.000360,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-THROAT-SCREW-3,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1926.140000,1932.140000,1928.385519,0.000360,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-THROAT-SCREW-4,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1926.140000,1932.140000,1928.385519,0.000360,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-THROAT-SCREW-5,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1926.140000,1932.140000,1928.385519,0.000360,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP05-THROAT-SCREW-6,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1926.140000,1932.140000,1928.385519,0.000360,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
