part_number,part_name,classification,subsystem,included,exclusion_reason,classification_rationale,source_geometry_path,render_png_path,camera_view_note,timestamp,png_sha256,render_status,unrenderable_reason,source_commit_sha,geometry_state,tessellation_tolerance_mm,triangle_count,occurrence_count,occurrence_ids,function_summary,material,manufacturer,cad_classification,volume_mm3,solid_count,face_count
DF8-R2-LINK-PIN-004,4 MM FULL-SPAN LINK PIN WITH DC-4SS RETAINER GROOVE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-LINK-PIN-004].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-LINK-PIN-004.png,"Orthographic hero view; source axes xyz -> display axes yxz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,6137a44e5bb6cf7100f6bba5220f3ef2d67608be70829343fe1b6cd1e558ed05,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.032400000000000005,2516,6,LINK-PIN-1-BELL;LINK-PIN-1-CROSSHEAD;LINK-PIN-2-BELL;LINK-PIN-2-CROSSHEAD;LINK-PIN-3-BELL;LINK-PIN-3-CROSSHEAD,"Provides the modeled 4 mm full-span link pin with dc-4ss retainer groove; registered interfaces use captive link clevis pin, external groove retainer.",17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,186.23824635396696,1,11
DF8-R2-NOSE-001,TUNGSTEN PENETRATOR NOSE WITH OCCURRENCE-MATCHED TAPERED REAMED HALF BORE,MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-NOSE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-NOSE-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,d56f295e74da4dad5d50154f68a6f9c66958ca0e811a60031656b284daba2ae0,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,5512,1,NOSE-001,Defines the forward penetrator geometry and closes the forward load path.,Tungsten heavy alloy,STINGRAY custom,DRAWING_DERIVED,130430.3430987191,1,8
DF8-R2-PIVOT-BUSH-008,8 MM PEEK-LINED PIVOT BUSHING,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-PIVOT-BUSH-008].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-PIVOT-BUSH-008.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,1b348c5be72592c0b5f63a3568cfd03a9b814f0b5302cbc7a17a901b0c13d184,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.023814281429428017,1008,6,PIVOT-BUSH-1-1;PIVOT-BUSH-1-2;PIVOT-BUSH-2-1;PIVOT-BUSH-2-2;PIVOT-BUSH-3-1;PIVOT-BUSH-3-2,Supports the arm-root revolute joint and its double-shear retention stack.,PEEK,STINGRAY custom,DRAWING_DERIVED,6.673371114755497,1,4
DF8-R2-PIVOT-CARRIER-001,MATCHED DOUBLE-SHEAR PIVOT LUG SET WITH SWEPT BELL-CLEVIS ACCESS AND OBLIQUE STOP-LAND BORES,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-PIVOT-CARRIER-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-PIVOT-CARRIER-001.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,908a57fae5255abec7ff12bb1360b07cb1f5b88779ea8dd8e017e9e3320f736f,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.05844655678480984,3584,3,PIVOT-CARRIER-1;PIVOT-CARRIER-2;PIVOT-CARRIER-3,Supports the arm-root revolute joint and its double-shear retention stack.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,611.049869912811,2,80
DF8-R2-PIVOT-PIN-008,8 MM CAPTIVE SHOULDER PIVOT PIN WITH EXTERNAL GROOVE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-PIVOT-PIN-008].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-PIVOT-PIN-008.png,"Orthographic hero view; source axes xyz -> display axes yxz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,7ce128b8aa9f75c0ee46f6032f4698ca558ee0ca8a7ac4054db257f8f03b0459,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.05055215128953466,2012,3,PIVOT-PIN-1;PIVOT-PIN-2;PIVOT-PIN-3,Supports the arm-root revolute joint and its double-shear retention stack.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,1118.935164942851,1,9
DF8-R2-PIVOT-SPIRAL-RING-008,8 MM EXTERNAL SPIRAL PIVOT RETAINER,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-PIVOT-SPIRAL-RING-008].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-PIVOT-SPIRAL-RING-008.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,b1ec17f266a8793acb7cf13279887b9c57043f679a4c66f00e0dbab64ac9e9af,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.02701335872392174,848,3,PIVOT-CLIP-1;PIVOT-CLIP-2;PIVOT-CLIP-3,Supports the arm-root revolute joint and its double-shear retention stack.,1.4310 stainless spring steel,STINGRAY custom,DRAWING_DERIVED,12.11929728913127,1,8
DF8-R2-PIVOT-WASHER-008,8 MM PEEK THRUST WASHER,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-PIVOT-WASHER-008].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-PIVOT-WASHER-008.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,62c0342c6949a9f246c17c38e23d4cb53f79abc55280c98b5613e798427743a4,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.033943034631570584,1008,6,PIVOT-WASHER-1-1;PIVOT-WASHER-1-2;PIVOT-WASHER-2-1;PIVOT-WASHER-2-2;PIVOT-WASHER-3-1;PIVOT-WASHER-3-2,Supports the arm-root revolute joint and its double-shear retention stack.,PEEK,STINGRAY custom,DRAWING_DERIVED,10.61842608950082,1,4
DF8-R2-PUNCTURE-HEAD-001,CARTRIDGE PUNCTURE HEAD WITH CONTROLLED NEEDLE,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-PUNCTURE-HEAD-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-PUNCTURE-HEAD-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,188f6b092e25c7fc94eff09336e72786e55685abc9d0b7d856f2f83444ab0ffd,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.03701256554685179,5344,4,PUNCTURE-HEAD-1;PUNCTURE-HEAD-2;PUNCTURE-HEAD-3;PUNCTURE-HEAD-4,Opens the cartridge at activation and passes gas into the collection path.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,650.945465227976,1,13
DF8-R2-RECOVERY-E-RING-006,6 MM RECOVERY PIN EXTERNAL RETAINER,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-RECOVERY-E-RING-006].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-RECOVERY-E-RING-006.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,02c115d014c9dc32e815af750f0ff638308fc30bb6a73c8d4c9c11f643c76a5d,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.021573212318537267,852,2,RECOVERY-PIN-CLIP-BODY;RECOVERY-PIN-CLIP-HARNESS,Carries or retains the recovery load path between the buoy harness and rigid body hardpoint.,1.4310 stainless spring steel,STINGRAY custom,DRAWING_DERIVED,8.584663678507441,1,8
DF8-R2-RECOVERY-PIN-006,6 MM CAPTIVE RECOVERY TERMINAL PIN WITH RETAINER GROOVE,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-RECOVERY-PIN-006].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-RECOVERY-PIN-006.png,"Orthographic hero view; source axes xyz -> display axes yxz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,a2bdfbbc15a8d306117987bea52a96162df977fa291a708cc90b67df6e43e2bd,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.03567912554982254,2012,2,RECOVERY-PIN-BODY;RECOVERY-PIN-HARNESS,Carries or retains the recovery load path between the buoy harness and rigid body hardpoint.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,404.4113318103886,1,9
DF8-R2-ROUTED-LONGERON-001,PRIMARY LONGERON WITH TWO JIG-BORED ROUTE CHANNELS,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-ROUTED-LONGERON-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-ROUTED-LONGERON-001.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,7aba54df7b077cdc68066203bf1bc1179a26ca7f4aa5465a86f65ab1e42f4638,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,100,2,ARM-LONGERON-1;ARM-LONGERON-2,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,11047.09640708313,1,8
DF8-R2-SHORT-LINK-001,19.950 MM CENTER-DISTANCE REAMED SHORT LINK,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-SHORT-LINK-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-SHORT-LINK-001.png,"Orthographic hero view; source axes xyz -> display axes xyz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,8244c016a5fdf8824e4894263c610620017665700164d9b985d141d44173de27,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.05431509918982013,2084,6,LINK-1-1;LINK-1-2;LINK-2-1;LINK-2-2;LINK-3-1;LINK-3-2,Transfers crosshead translation into arm-root rotation through the paired clevis joints.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,110.80246512557181,1,38
DF8-R2-STOW-DOG-001,CAPTIVE RADIAL STOWED-RETENTION DOG WITH TRANSPORT-INHIBIT BORE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-STOW-DOG-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-STOW-DOG-001.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,1a4127cfec9dde5676d12cecda6b3fc016d4326053fbd83f19e913595887fbc3,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.0162,520,3,STOW-DOG-1;STOW-DOG-2;STOW-DOG-3,Retains the arm in the transport position and releases through the controlled mechanism.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,90.95977925697657,1,7
DF8-R2-STOW-DOG-GUIDE-001,FULL-STROKE AFT-RING-MOUNTED STOW-DOG U-GUIDE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-STOW-DOG-GUIDE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-STOW-DOG-GUIDE-001.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,0e09416df042f4075917b823ad8c0ce62dfb027ff148f9622cf1979b83bbc3f8,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.034078270848151876,3652,3,STOW-DOG-GUIDE-1;STOW-DOG-GUIDE-2;STOW-DOG-GUIDE-3,Retains the arm in the transport position and releases through the controlled mechanism.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,68.47450346109282,1,49
DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,CAPTIVE CRESCENT RETAINER FOR TRANSPORT-INHIBIT PIN,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-STOW-DOG-INHIBIT-KEEPER-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-STOW-DOG-INHIBIT-KEEPER-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,27717afae100d3a93307dc257c585f30f3a37edf33b87bc53cf1ccb6d3bdc663,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01,832,3,STOW-DOG-INHIBIT-KEEPER-1;STOW-DOG-INHIBIT-KEEPER-2;STOW-DOG-INHIBIT-KEEPER-3,Retains the arm in the transport position and releases through the controlled mechanism.,1.4310 stainless spring steel,STINGRAY custom,DRAWING_DERIVED,0.5030499526640888,1,10
DF8-R2-STOW-DOG-INHIBIT-PIN-001,WITHDRAWABLE HEADED TRANSPORT-INHIBIT PIN,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-STOW-DOG-INHIBIT-PIN-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-STOW-DOG-INHIBIT-PIN-001.png,"Orthographic hero view; source axes xyz -> display axes yxz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,5ce48d825a57a52f93f1debeca8befe0ed10a362763905573171bd5d69a18eb0,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.013954210834009925,2012,3,STOW-DOG-INHIBIT-PIN-1;STOW-DOG-INHIBIT-PIN-2;STOW-DOG-INHIBIT-PIN-3,Retains the arm in the transport position and releases through the controlled mechanism.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,7.6564539958800255,1,9
DF8-R2-STOW-DOG-RETURN-SPRING-001,CAPTIVE STOW-DOG RADIAL RETURN SPRING,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-STOW-DOG-RETURN-SPRING-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-STOW-DOG-RETURN-SPRING-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,0fc4ebe70fd5664d5e1ea0718d93c720354dc0d13a99126847c8f87984943831,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01,71384,3,STOW-DOG-SPRING-1;STOW-DOG-SPRING-2;STOW-DOG-SPRING-3,Retains the arm in the transport position and releases through the controlled mechanism.,1.4310 stainless spring steel,STINGRAY custom,DRAWING_DERIVED,0.0407121593375711,1,3
DF8-R2-STRUCT-RING-PLAIN-001,PRIMARY STRUCTURAL TRANSITION RING WITH FOUR TAPPED CARRIER LANDS,MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-STRUCT-RING-PLAIN-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-STRUCT-RING-PLAIN-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,6b8e583de8ebb18b7275c37a9ec135f99067b65e0143a999c16be07ee43e95cc,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.1440099996528019,3116,1,FWD-RING-01,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,7413.272467566528,1,43
DF8-R2-STRUCT-RING-ROUTED-001,"STRUCTURAL RING WITH ROUTE PASSAGES, ARM RELIEFS AND FULLFLOW CIRCLIP REACTION CAGE",MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-STRUCT-RING-ROUTED-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-STRUCT-RING-ROUTED-001.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,8737ad8ac441917efa87c08bebe5b4d83e001e4e7db9f46b617016f0df3d5edb,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.15911916353923283,4267,1,FWD-RING-02,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,6590.0616425391245,4,68
DF8-R2-TETHER-THIMBLE-001,AMSTEEL EYE-SPLICE THIMBLE,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-TETHER-THIMBLE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-TETHER-THIMBLE-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,9fae5cb2775303633472bbfa44c313017d4ed2f0c25c53afe235fa1722703c0c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.0454464182101945,27078,2,TETHER-THIMBLE-BODY;TETHER-THIMBLE-HARNESS,Carries or retains the recovery load path between the buoy harness and rigid body hardpoint.,316 stainless steel,STINGRAY custom,DRAWING_DERIVED,362.089371928723,1,12
DF8-R2-WATER-INLET-001,"RADIAL FLOOD INLET, GLAND AND ANTI-DEBRIS SCREEN",MAKE,Water activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-WATER-INLET-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-WATER-INLET-001.png,"Orthographic hero view; source axes xyz -> display axes xyz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,d346c6a4197608aa48926875c900910ee266b11670da455bededcef3dc627e0d,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.052163205422979905,3024,1,WATER-INLET-001,Admits water through the screened body port to the water-sensitive trigger housing.,316 stainless steel,STINGRAY custom,DRAWING_DERIVED,191.0465324501025,3,12
DF8-R2-WATER-TRIGGER-HSG-001,CENTRAL WATER-SENSITIVE TRIGGER HOUSING,MAKE,Water activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-WATER-TRIGGER-HSG-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-WATER-TRIGGER-HSG-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,a0c55312374a806d82a6856ac2378f72d253add3f26bec64303a118a99beea9f,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.1692085629276338,14662,1,WATER-TRIGGER-HSG-001,Houses and locates the water-sensitive trigger components at the controlled inlet.,Acetal,STINGRAY custom,DRAWING_DERIVED,4312.9471671848805,1,120
DF8-WATER-BOBBIN-SERVICE-CAP-001,CAPTIVE WATER-BOBBIN THREADED/BAYONET SERVICE CAP,MAKE,Water activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-WATER-BOBBIN-SERVICE-CAP-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-WATER-BOBBIN-SERVICE-CAP-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,f1e12c795294475ab280a087362115991672f04cba83ca4c545ad6ab2834868b,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.05867819015613893,1952,1,WATER-BOBBIN-SERVICE-CAP-001,Provides the source-controlled water-sensitive element in the activation chain.,316 stainless steel,STINGRAY custom,DRAWING_DERIVED,604.0538505681156,1,32
